"state","stateName","question","questionLabel","citation","sourceUrl","readAt","readAtName","verified","attested","page"
"TX","Texas","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Tex. Occ. Code § 164.053(a)(8)-(9)","https://tcss.legis.texas.gov/resources/OC/htm/OC.164.htm","","","2026-09-08","true","https://medsparadar.com/states/texas/q/what-can-a-practitioner-be-disciplined-for"
"TX","Texas","what-does-it-cost-to-open","License fees","TDLR Barbering and Cosmetology — Fee Changes Effective 09/01/2023 (accessed 2 September 2026)","https://www.tdlr.texas.gov/barbering-and-cosmetology/feechanges.htm","","","2026-09-02","true","https://medsparadar.com/states/texas/q/what-does-it-cost-to-open"
"TX","Texas","what-happens-if-you-practice-without-a-license","Unlicensed practice","Tex. Occ. Code §165.152","https://tcss.legis.texas.gov/resources/OC/htm/OC.165.htm","","","2026-07-26","true","https://medsparadar.com/states/texas/q/what-happens-if-you-practice-without-a-license"
"TX","Texas","what-must-be-reported-to-the-board","Reporting duties","Tex. Occ. Code § 562.153","https://tcss.legis.texas.gov/resources/OC/htm/OC.562.htm","","","2026-09-02","true","https://medsparadar.com/states/texas/q/what-must-be-reported-to-the-board"
"TX","Texas","what-must-the-supervising-physician-do","Supervising physician duties","22 TAC §169.27","https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=22&part=9&chapter=169","https://www.law.cornell.edu/regulations/texas/22-Tex-Admin-Code-SS-169-27","Cornell Legal Information Institute","2026-07-26","true","https://medsparadar.com/states/texas/q/what-must-the-supervising-physician-do"
"TX","Texas","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Tex. Bus. & Com. Code §17.47(a)","https://tcss.legis.texas.gov/resources/BC/htm/BC.17.htm","","","2026-09-08","true","https://medsparadar.com/states/texas/q/who-enforces-deceptive-med-spa-marketing"
"TX","Texas","who-may-operate-a-cosmetic-laser","Laser & energy devices","Tex. Occ. Code §157.001","https://tcss.legis.texas.gov/resources/OC/htm/OC.157.htm","","","2026-07-26","true","https://medsparadar.com/states/texas/q/who-may-operate-a-cosmetic-laser"
"TX","Texas","who-may-perform-the-pre-treatment-exam","Who performs the exam","22 TAC §169.26","https://texas-sos.appianportalsgov.com/rules-and-meetings?interface=VIEW_TAC&title=22&part=9&chapter=169","https://www.law.cornell.edu/regulations/texas/22-Tex-Admin-Code-SS-169-26","Cornell Legal Information Institute","2026-07-26","true","https://medsparadar.com/states/texas/q/who-may-perform-the-pre-treatment-exam"
"TX","Texas","who-must-be-the-responsible-practitioner","Responsible practitioner","Tex. Health & Safety Code §401.519","https://tcss.legis.texas.gov/resources/HS/htm/HS.401.htm","","","2026-08-17","true","https://medsparadar.com/states/texas/q/who-must-be-the-responsible-practitioner"
"UT","Utah","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Utah Code § 58-17b-102(18)(b)(ii) (preparing a commercially available drug is NOT compounding)","https://le.utah.gov/xcode/Title58/Chapter17B/C58-17b-S102_2026050620260506.html","","","2026-09-07","true","https://medsparadar.com/states/utah/q/can-a-med-spa-offer-compounded-glp-1"
"UT","Utah","can-a-medical-assistant-inject","Medical assistants","Utah Admin. Code R156-67-305(4) (Exemptions from licensure — medical assistants)","https://adminrules.utah.gov/public/rule/R156-67/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-a-medical-assistant-inject"
"UT","Utah","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Utah Admin. Code R156-67-502(4) (Unprofessional conduct — fees and professional entities)","https://adminrules.utah.gov/public/rule/R156-67/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-a-non-clinical-owner-take-a-percentage"
"UT","Utah","can-a-non-physician-own-a-med-spa","Non-physician ownership","Utah Code § 58-67-501(1)(c) (Unlawful conduct)","https://le.utah.gov/xcode/Title58/Chapter67/C58-67-S501_2015051220150512.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-a-non-physician-own-a-med-spa"
"UT","Utah","can-a-nurse-practitioner-work-without-a-physician","NP independence","Utah Admin. Code R156-31b-102(3)-(4) (Definitions)","https://adminrules.utah.gov/public/rule/R156-31b/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-a-nurse-practitioner-work-without-a-physician"
"UT","Utah","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Utah Admin. Code R156-31b-102 (Definitions — who may direct an LPN)","https://adminrules.utah.gov/public/rule/R156-31b/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-a-physician-assistant-inject-or-prescribe"
"UT","Utah","can-an-rn-inject-botox-or-filler","RN injecting","Utah Admin. Code R156-31b-502(1)(c) (Unprofessional conduct)","https://adminrules.utah.gov/public/rule/R156-31b/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-an-rn-inject-botox-or-filler"
"UT","Utah","can-the-exam-be-done-by-telehealth","Telehealth exams","Utah Code § 58-1-506(3)(a) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-the-exam-be-done-by-telehealth"
"UT","Utah","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Utah Admin. Code R156-1 (adjudicative proceedings — formal disciplinary proceedings)","https://adminrules.utah.gov/public/rule/R156-1/Current%20Rules","","","2026-09-04","true","https://medsparadar.com/states/utah/q/can-the-state-shut-down-an-unlicensed-med-spa"
"UT","Utah","does-a-med-spa-need-to-register","Registration & licensing","Utah Code § 58-17b-102(18)(b)(ii) (preparing a commercially available drug is NOT compounding)","https://le.utah.gov/xcode/Title58/Chapter17B/C58-17b-S102_2026050620260506.html","","","2026-09-07","true","https://medsparadar.com/states/utah/q/does-a-med-spa-need-to-register"
"UT","Utah","is-a-medical-director-required","Medical director required?","Utah Code § 58-1-506(1)(a)-(b) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/is-a-medical-director-required"
"UT","Utah","is-an-exam-required-before-treatment","Exam before treatment","Utah Code § 58-1-506(3)(a) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/is-an-exam-required-before-treatment"
"UT","Utah","may-an-esthetician-perform-microneedling","Esthetician microneedling","Utah Code § 58-1-506(3)(b) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/may-an-esthetician-perform-microneedling"
"UT","Utah","what-business-structure-is-required","Structure limits","Utah Code § 16-11-8 (Officer, director, or shareholder shall be licensed professional)","https://le.utah.gov/xcode/Title16/Chapter11/C16-11-S8_1800010118000101.html","","","2026-09-08","true","https://medsparadar.com/states/utah/q/what-business-structure-is-required"
"UT","Utah","what-can-a-med-spa-advertise","Advertising limits","Utah Code § 58-1-501.6(4) (Health care provider advertisements and disclosure)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S501.6_1800010118000101.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/what-can-a-med-spa-advertise"
"UT","Utah","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Utah Code § 58-1-506(5) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/what-can-a-practitioner-be-disciplined-for"
"UT","Utah","what-does-it-cost-to-open","License fees","Utah DOPL Fee Schedule — Esthetician; Master Esthetician; Cosmetology (published schedule)","https://commerce.utah.gov/dopl/dopl-fee-schedule/","","","2026-09-07","true","https://medsparadar.com/states/utah/q/what-does-it-cost-to-open"
"UT","Utah","what-happens-if-you-practice-without-a-license","Unlicensed practice","Utah Code § 58-1-502(1) (Unlawful and unprofessional conduct — Penalties)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S502_2026050620260701.html","","","2026-09-08","true","https://medsparadar.com/states/utah/q/what-happens-if-you-practice-without-a-license"
"UT","Utah","what-must-the-supervising-physician-do","Supervising physician duties","Utah Admin. Code R156-11a-611(5) (Standards for Approval of Mechanical or Electrical Apparatus)","https://adminrules.utah.gov/public/rule/R156-11a/Current%20Rules","","","2026-09-03","true","https://medsparadar.com/states/utah/q/what-must-the-supervising-physician-do"
"UT","Utah","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Utah Code § 13-11a-4(1)-(3) (Truth in Advertising Act — injunctive relief, damages, corrective advertising)","https://le.utah.gov/xcode/Title13/Chapter11A/C13-11a-S4_1800010118000101.html","","","2026-09-08","true","https://medsparadar.com/states/utah/q/who-enforces-deceptive-med-spa-marketing"
"UT","Utah","who-may-operate-a-cosmetic-laser","Laser & energy devices","Utah Code § 58-1-506(1)(a)-(b) (Supervision of cosmetic medical procedures)","https://le.utah.gov/xcode/Title58/Chapter1/C58-1-S506_2026010120250507.html","","","2026-09-04","true","https://medsparadar.com/states/utah/q/who-may-operate-a-cosmetic-laser"
"VT","Vermont","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Vt. Stat. tit. 26, §2061(b) (Drug outlets — registration and licensure classifications)","https://legislature.vermont.gov/statutes/fullchapter/26/036","","","2026-09-07","true","https://medsparadar.com/states/vermont/q/can-a-med-spa-offer-compounded-glp-1"
"VT","Vermont","can-a-medical-assistant-inject","Medical assistants","26 V.S.A. §1584(a)(7)","https://legislature.vermont.gov/statutes/fullchapter/26/028","","","2026-09-08","true","https://medsparadar.com/states/vermont/q/can-a-medical-assistant-inject"
"VT","Vermont","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Vt. Stat. tit. 26, §1354(a)(12)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-07","true","https://medsparadar.com/states/vermont/q/can-a-non-clinical-owner-take-a-percentage"
"VT","Vermont","can-a-non-physician-own-a-med-spa","Non-physician ownership","Vt. Stat. tit. 11, §817(6)","https://legislature.vermont.gov/statutes/fullchapter/11/004","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/can-a-non-physician-own-a-med-spa"
"VT","Vermont","can-a-nurse-practitioner-work-without-a-physician","NP independence","Vt. Stat. tit. 26, §1613(a)(1) (Transition to practice)","https://legislature.vermont.gov/statutes/fullchapter/26/028","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/can-a-nurse-practitioner-work-without-a-physician"
"VT","Vermont","can-a-physician-assistant-inject-or-prescribe","Physician assistants","26 V.S.A. § 1735a(a)","https://legislature.vermont.gov/statutes/fullchapter/26/031","","","2026-09-08","true","https://medsparadar.com/states/vermont/q/can-a-physician-assistant-inject-or-prescribe"
"VT","Vermont","can-an-rn-inject-botox-or-filler","RN injecting","Vt. Stat. tit. 26, §1613(a)(1) (Transition to practice)","https://legislature.vermont.gov/statutes/fullchapter/26/028","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/can-an-rn-inject-botox-or-filler"
"VT","Vermont","can-the-exam-be-done-by-telehealth","Telehealth exams","18 V.S.A. § 9361(b)","https://legislature.vermont.gov/statutes/section/18/219/09361","","","2026-09-08","true","https://medsparadar.com/states/vermont/q/can-the-exam-be-done-by-telehealth"
"VT","Vermont","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Vt. Stat. tit. 26, §1318(f)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/can-the-state-shut-down-an-unlicensed-med-spa"
"VT","Vermont","does-a-med-spa-need-to-register","Registration & licensing","Vt. Stat. tit. 26, §1(2) (“Cosmetology” defined)","https://legislature.vermont.gov/statutes/fullchapter/26/006","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/does-a-med-spa-need-to-register"
"VT","Vermont","is-a-medical-director-required","Medical director required?","Vt. Stat. tit. 26, §1354(a)(29)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/is-a-medical-director-required"
"VT","Vermont","is-an-exam-required-before-treatment","Exam before treatment","Vt. Stat. tit. 26, §1354(a)(38)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/is-an-exam-required-before-treatment"
"VT","Vermont","may-an-esthetician-perform-microneedling","Esthetician microneedling","Vt. Stat. tit. 26, §1(4)(A) (“Esthetics” defined)","https://legislature.vermont.gov/statutes/fullchapter/26/006","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/may-an-esthetician-perform-microneedling"
"VT","Vermont","what-business-structure-is-required","Structure limits","Vt. Stat. tit. 11, §817(7)","https://legislature.vermont.gov/statutes/fullchapter/11/004","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/what-business-structure-is-required"
"VT","Vermont","what-can-a-med-spa-advertise","Advertising limits","Vt. Stat. tit. 26, §1354(a)(2)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/what-can-a-med-spa-advertise"
"VT","Vermont","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Vt. Stat. tit. 26, §1354(a)(1)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/what-can-a-practitioner-be-disciplined-for"
"VT","Vermont","what-does-it-cost-to-open","License fees","Vt. Stat. tit. 3, §125(b)(2)(A), (L) (Office of Professional Regulation — fees)","https://legislature.vermont.gov/statutes/fullchapter/03/005","","","2026-09-07","true","https://medsparadar.com/states/vermont/q/what-does-it-cost-to-open"
"VT","Vermont","what-happens-if-you-practice-without-a-license","Unlicensed practice","Vt. Stat. tit. 26, §1314(a) (Illegal practice)","https://legislature.vermont.gov/statutes/fullchapter/26/023","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/what-happens-if-you-practice-without-a-license"
"VT","Vermont","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","9 V.S.A. § 2458(a)","https://legislature.vermont.gov/statutes/section/09/063/02458","","","2026-09-08","true","https://medsparadar.com/states/vermont/q/who-enforces-deceptive-med-spa-marketing"
"VT","Vermont","who-may-operate-a-cosmetic-laser","Laser & energy devices","Vt. Stat. tit. 26, §1(4)(B)(ii) (Barbers and Cosmetologists — definitions)","https://legislature.vermont.gov/statutes/fullchapter/26/006","","","2026-09-03","true","https://medsparadar.com/states/vermont/q/who-may-operate-a-cosmetic-laser"
"VA","Virginia","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Va. Code § 54.1-3410.2(A)","https://law.lis.virginia.gov/vacode/title54.1/chapter34/section54.1-3410.2/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-a-med-spa-offer-compounded-glp-1"
"VA","Virginia","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Va. Code § 54.1-2962.1","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2962.1/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-a-non-clinical-owner-take-a-percentage"
"VA","Virginia","can-a-non-physician-own-a-med-spa","Non-physician ownership","Va. Code § 54.1-2962.1","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2962.1/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-a-non-physician-own-a-med-spa"
"VA","Virginia","can-a-nurse-practitioner-work-without-a-physician","NP independence","Va. Code § 54.1-2957(B)","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2957/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-a-nurse-practitioner-work-without-a-physician"
"VA","Virginia","can-a-physician-assistant-inject-or-prescribe","Physician assistants","18 Va. Admin. Code § 85-20-91(C)","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section91/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-a-physician-assistant-inject-or-prescribe"
"VA","Virginia","can-an-rn-inject-botox-or-filler","RN injecting","Va. Code § 54.1-2957(B)","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2957/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-an-rn-inject-botox-or-filler"
"VA","Virginia","can-the-exam-be-done-by-telehealth","Telehealth exams","Va. Code § 54.1-3303(B)(d), (h)","https://law.lis.virginia.gov/vacode/title54.1/chapter33/section54.1-3303/","","","2026-09-08","true","https://medsparadar.com/states/virginia/q/can-the-exam-be-done-by-telehealth"
"VA","Virginia","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Va. Code § 54.1-2915(A)","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2915/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/can-the-state-shut-down-an-unlicensed-med-spa"
"VA","Virginia","does-a-med-spa-need-to-register","Registration & licensing","Va. Code § 54.1-3410.2(A)","https://law.lis.virginia.gov/vacode/title54.1/chapter34/section54.1-3410.2/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/does-a-med-spa-need-to-register"
"VA","Virginia","is-a-medical-director-required","Medical director required?","18 Va. Admin. Code § 85-20-91(A)","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section91/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/is-a-medical-director-required"
"VA","Virginia","is-an-exam-required-before-treatment","Exam before treatment","18 Va. Admin. Code § 85-20-29(A)(1)","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section29/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/is-an-exam-required-before-treatment"
"VA","Virginia","may-an-esthetician-perform-microneedling","Esthetician microneedling","Va. Code § 54.1-700 (definition of “esthetics”)","https://law.lis.virginia.gov/vacode/title54.1/chapter7/section54.1-700/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/may-an-esthetician-perform-microneedling"
"VA","Virginia","must-someone-be-on-site-during-treatment","On-site presence","18 Va. Admin. Code § 85-20-91(E)","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section91/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/must-someone-be-on-site-during-treatment"
"VA","Virginia","what-business-structure-is-required","Structure limits","Va. Code § 13.1-543 (definition of “professional corporation”)","https://law.lis.virginia.gov/vacode/title13.1/chapter7/section13.1-543/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/what-business-structure-is-required"
"VA","Virginia","what-can-a-med-spa-advertise","Advertising limits","18 Va. Admin. Code § 85-20-30","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section30/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/what-can-a-med-spa-advertise"
"VA","Virginia","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Va. Code § 54.1-2915(A)(3)","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2915/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/what-can-a-practitioner-be-disciplined-for"
"VA","Virginia","what-does-it-cost-to-open","License fees","18VAC41-70-120","https://law.lis.virginia.gov/admincode/title18/agency41/chapter70/section120/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/what-does-it-cost-to-open"
"VA","Virginia","what-happens-if-you-practice-without-a-license","Unlicensed practice","Va. Code § 54.1-2902","https://law.lis.virginia.gov/vacode/title54.1/chapter29/section54.1-2902/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/what-happens-if-you-practice-without-a-license"
"VA","Virginia","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","Va. Code § 59.1-203(A)","https://law.lis.virginia.gov/vacode/title59.1/chapter17/section59.1-203/","","","2026-09-08","true","https://medsparadar.com/states/virginia/q/who-enforces-deceptive-med-spa-marketing"
"VA","Virginia","who-may-operate-a-cosmetic-laser","Laser & energy devices","18 Va. Admin. Code § 85-20-91(A)","https://law.lis.virginia.gov/admincode/title18/agency85/chapter20/section91/","","","2026-09-02","true","https://medsparadar.com/states/virginia/q/who-may-operate-a-cosmetic-laser"
"WA","Washington","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","Wash. Rev. Code § 18.64.270(2)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.64.270","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-med-spa-offer-compounded-glp-1"
"WA","Washington","can-a-medical-assistant-inject","Medical assistants","Wash. Admin. Code 246-919-606(11)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-606","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-medical-assistant-inject"
"WA","Washington","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","Wash. Rev. Code § 19.68.010(1)","https://app.leg.wa.gov/RCW/default.aspx?cite=19.68.010","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-non-clinical-owner-take-a-percentage"
"WA","Washington","can-a-non-physician-own-a-med-spa","Non-physician ownership","Wash. Rev. Code § 19.68.010(1)","https://app.leg.wa.gov/RCW/default.aspx?cite=19.68.010","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-non-physician-own-a-med-spa"
"WA","Washington","can-a-nurse-practitioner-work-without-a-physician","NP independence","Wash. Rev. Code 18.79.050","https://app.leg.wa.gov/RCW/default.aspx?cite=18.79.050","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-nurse-practitioner-work-without-a-physician"
"WA","Washington","can-a-physician-assistant-inject-or-prescribe","Physician assistants","Wash. Admin. Code 246-918-125(4) and (5)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-918-125","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-a-physician-assistant-inject-or-prescribe"
"WA","Washington","can-an-rn-inject-botox-or-filler","RN injecting","Wash. Rev. Code 18.79.050","https://app.leg.wa.gov/RCW/default.aspx?cite=18.79.050","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-an-rn-inject-botox-or-filler"
"WA","Washington","can-the-exam-be-done-by-telehealth","Telehealth exams","Wash. Rev. Code § 43.70.495(1)-(2) (Telemedicine training for health care professionals)","https://app.leg.wa.gov/RCW/default.aspx?cite=43.70.495","","","2026-09-08","true","https://medsparadar.com/states/washington/q/can-the-exam-be-done-by-telehealth"
"WA","Washington","can-the-state-shut-down-an-unlicensed-med-spa","Shutdown powers","Wash. Rev. Code 18.130.190(3)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.130.190","","","2026-09-02","true","https://medsparadar.com/states/washington/q/can-the-state-shut-down-an-unlicensed-med-spa"
"WA","Washington","does-a-med-spa-need-to-register","Registration & licensing","Wash. Rev. Code § 18.64.011 (“compounding”)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.64.011","","","2026-09-02","true","https://medsparadar.com/states/washington/q/does-a-med-spa-need-to-register"
"WA","Washington","is-a-medical-director-required","Medical director required?","Wash. Admin. Code 246-919-605(1) and (2)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-605","","","2026-09-02","true","https://medsparadar.com/states/washington/q/is-a-medical-director-required"
"WA","Washington","is-an-exam-required-before-treatment","Exam before treatment","Wash. Admin. Code 246-919-606(5)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-606","","","2026-09-02","true","https://medsparadar.com/states/washington/q/is-an-exam-required-before-treatment"
"WA","Washington","may-an-esthetician-perform-microneedling","Esthetician microneedling","Wash. Rev. Code § 18.16.020(30)","https://app.leg.wa.gov/rcw/default.aspx?cite=18.16.020","","","2026-09-02","true","https://medsparadar.com/states/washington/q/may-an-esthetician-perform-microneedling"
"WA","Washington","must-someone-be-on-site-during-treatment","On-site presence","Wash. Admin. Code 246-919-606(12) and (13)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-606","","","2026-09-02","true","https://medsparadar.com/states/washington/q/must-someone-be-on-site-during-treatment"
"WA","Washington","what-business-structure-is-required","Structure limits","Wash. Rev. Code 18.100.050(1)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.100.050","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-business-structure-is-required"
"WA","Washington","what-can-a-med-spa-advertise","Advertising limits","Wash. Rev. Code 18.130.180(3)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.130.180","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-can-a-med-spa-advertise"
"WA","Washington","what-can-a-practitioner-be-disciplined-for","Grounds for discipline","Wash. Rev. Code 18.130.180(1) and (5)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.130.180","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-can-a-practitioner-be-disciplined-for"
"WA","Washington","what-does-it-cost-to-open","License fees","Washington State Department of Licensing — Fees: Cosmetologists (accessed 2 September 2026)","https://dol.wa.gov/professional-licenses/cosmetology/fees-cosmetologists","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-does-it-cost-to-open"
"WA","Washington","what-happens-if-you-practice-without-a-license","Unlicensed practice","Wash. Rev. Code 18.130.190(1) and (2)","https://app.leg.wa.gov/RCW/default.aspx?cite=18.130.190","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-happens-if-you-practice-without-a-license"
"WA","Washington","what-must-the-supervising-physician-do","Supervising physician duties","Wash. Admin. Code 246-919-605(10)(d)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-605","","","2026-09-02","true","https://medsparadar.com/states/washington/q/what-must-the-supervising-physician-do"
"WA","Washington","who-enforces-deceptive-med-spa-marketing","Marketing enforcement","RCW 19.86.080(1)","https://app.leg.wa.gov/RCW/default.aspx?cite=19.86.080","","","2026-09-08","true","https://medsparadar.com/states/washington/q/who-enforces-deceptive-med-spa-marketing"
"WA","Washington","who-may-operate-a-cosmetic-laser","Laser & energy devices","Wash. Admin. Code 246-919-605(1) and (2)","https://app.leg.wa.gov/WAC/default.aspx?cite=246-919-605","","","2026-09-02","true","https://medsparadar.com/states/washington/q/who-may-operate-a-cosmetic-laser"
"WV","West Virginia","can-a-med-spa-offer-compounded-glp-1","Compounded GLP-1","W. Va. Code § 30-5-4 (definition of “Compounding” — the two limbs, and which one permits sale)","https://code.wvlegislature.gov/30-5-4/","","","2026-09-06","true","https://medsparadar.com/states/west-virginia/q/can-a-med-spa-offer-compounded-glp-1"
"WV","West Virginia","can-a-non-clinical-owner-take-a-percentage","Fees to a non-clinical owner","W. Va. Code §30-3-14(c)(6)","https://code.wvlegislature.gov/30-3-14/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-a-non-clinical-owner-take-a-percentage"
"WV","West Virginia","can-a-non-physician-own-a-med-spa","Non-physician ownership","W. Va. Code §30-3-15(a)","https://code.wvlegislature.gov/30-3-15/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-a-non-physician-own-a-med-spa"
"WV","West Virginia","can-a-nurse-practitioner-work-without-a-physician","NP independence","W. Va. Code §30-7-15b(a)(3)","https://code.wvlegislature.gov/30-7-15b/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-a-nurse-practitioner-work-without-a-physician"
"WV","West Virginia","can-a-physician-assistant-inject-or-prescribe","Physician assistants","W. Va. Code §30-3E-9(a)","https://code.wvlegislature.gov/30-3E-9/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-a-physician-assistant-inject-or-prescribe"
"WV","West Virginia","can-an-rn-inject-botox-or-filler","RN injecting","W. Va. Code §30-7-15b(a)(3)","https://code.wvlegislature.gov/30-7-15b/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-an-rn-inject-botox-or-filler"
"WV","West Virginia","can-the-exam-be-done-by-telehealth","Telehealth exams","W. Va. Code §30-3-13a(c)(2)(A)","https://code.wvlegislature.gov/30-3-13a/","","","2026-09-03","true","https://medsparadar.com/states/west-virginia/q/can-the-exam-be-done-by-telehealth"
